title,time,year,month,day_week,date,hour
 plenarinho ao vivo,2017-06-27 15:00:56,2017,June,Tuesday,2017-06-27,15
 trans-tornada,2017-06-27 05:35:18,2017,June,Tuesday,2017-06-27,5
 matematica zero 2.0,2017-06-25 00:26:46,2017,June,Sunday,2017-06-25,0
 matematica zero 2.0,2017-06-24 19:42:17,2017,June,Saturday,2017-06-24,19
 matematica zero 2.0,2017-06-24 19:06:59,2017,June,Saturday,2017-06-24,19
 morten harket biography book,2017-06-22 05:44:34,2017,June,Thursday,2017-06-22,5
 morten harket biography,2017-06-22 05:44:25,2017,June,Thursday,2017-06-22,5
 whindersson nunes parodia,2017-06-20 20:22:34,2017,June,Tuesday,2017-06-20,20
 pink floyd story legendado,2017-06-19 23:54:38,2017,June,Monday,2017-06-19,23
 which one's pink legendado,2017-06-19 23:53:34,2017,June,Monday,2017-06-19,23
 whindersson nunes parodia,2017-06-19 20:49:52,2017,June,Monday,2017-06-19,20
 kuki pobizinho,2017-06-19 02:32:42,2017,June,Monday,2017-06-19,2
 vesgo,2017-06-19 02:20:33,2017,June,Monday,2017-06-19,2
 ivete sangalo 15 fatos,2017-06-15 16:15:42,2017,June,Thursday,2017-06-15,16
 ivete sangalo,2017-06-15 16:14:50,2017,June,Thursday,2017-06-15,16
 marc martel killer queen,2017-06-14 23:56:41,2017,June,Wednesday,2017-06-14,23
 marc martel bohemian rhapsody,2017-06-14 23:50:17,2017,June,Wednesday,2017-06-14,23
 queen extravaganza,2017-06-14 17:32:55,2017,June,Wednesday,2017-06-14,17
 marc martel killer queen,2017-06-14 16:12:04,2017,June,Wednesday,2017-06-14,16
 marc martel,2017-06-13 14:22:15,2017,June,Tuesday,2017-06-13,14
 marc martell,2017-06-13 14:22:12,2017,June,Tuesday,2017-06-13,14
 roger waters,2017-06-12 18:20:23,2017,June,Monday,2017-06-12,18
 david gilmour pompeii,2017-06-12 18:20:07,2017,June,Monday,2017-06-12,18
 david gilmour pompeii,2017-06-12 17:12:02,2017,June,Monday,2017-06-12,17
 marc martell,2017-06-12 17:03:24,2017,June,Monday,2017-06-12,17
 marc we are the champions,2017-06-12 17:02:26,2017,June,Monday,2017-06-12,17
 my somebody to love,2017-06-12 16:51:12,2017,June,Monday,2017-06-12,16
 who wants to live forever wembley,2017-06-12 03:29:06,2017,June,Monday,2017-06-12,3
 who wants to live forever,2017-06-12 03:28:57,2017,June,Monday,2017-06-12,3
 putzvéi,2017-06-10 03:01:35,2017,June,Saturday,2017-06-10,3
 erva rasteira falamansa,2017-06-07 12:47:49,2017,June,Wednesday,2017-06-07,12
 erva rasteira nação,2017-06-07 12:44:35,2017,June,Wednesday,2017-06-07,12
 flavia calina,2017-06-06 14:30:13,2017,June,Tuesday,2017-06-06,14
 catchup ana maria brogui,2017-06-06 13:32:54,2017,June,Tuesday,2017-06-06,13
 putzvéi virei viado,2017-06-06 12:36:43,2017,June,Tuesday,2017-06-06,12
 putzvéi pegadinha,2017-06-06 12:35:08,2017,June,Tuesday,2017-06-06,12
 putzvéi,2017-06-06 03:52:41,2017,June,Tuesday,2017-06-06,3
 whindersson nunes parodia,2017-06-05 21:31:38,2017,June,Monday,2017-06-05,21
 como a culpa é minha,2017-06-05 16:47:42,2017,June,Monday,2017-06-05,16
 nossa canção capital do sol,2017-06-05 16:12:58,2017,June,Monday,2017-06-05,16
 orra diacho,2017-06-04 01:24:36,2017,June,Sunday,2017-06-04,1
 beijo da maga,2017-05-26 16:06:21,2017,May,Friday,2017-05-26,16
 parodia despacito,2017-05-26 15:54:57,2017,May,Friday,2017-05-26,15
 parodia despacito,2017-05-25 20:38:01,2017,May,Thursday,2017-05-25,20
 parodia despacito,2017-05-23 02:24:57,2017,May,Tuesday,2017-05-23,2
 zii e zie,2017-05-16 14:46:01,2017,May,Tuesday,2017-05-16,14
 matemática zero nerckie,2017-05-08 14:09:24,2017,May,Monday,2017-05-08,14
 midia ninja,2017-05-02 01:26:35,2017,May,Tuesday,2017-05-02,1
 corte de cabelo assimetrico camada,2017-05-01 16:41:38,2017,May,Monday,2017-05-01,16
 bife vegetarirango,2017-04-29 21:36:22,2017,April,Saturday,2017-04-29,21
 o que tem na geladeira,2017-04-29 21:04:36,2017,April,Saturday,2017-04-29,21
 panelinha rita lobo,2017-04-29 21:04:14,2017,April,Saturday,2017-04-29,21
 matematica zero 2.0,2017-04-29 14:18:30,2017,April,Saturday,2017-04-29,14
 matematica zero 2.0,2017-04-29 12:28:33,2017,April,Saturday,2017-04-29,12
 canto agapornis,2017-04-27 13:54:14,2017,April,Thursday,2017-04-27,13
 matematica zero 2.0,2017-04-27 13:29:51,2017,April,Thursday,2017-04-27,13
 matematica zero 2.0,2017-04-27 12:54:34,2017,April,Thursday,2017-04-27,12
 caetano veloso ao vivo,2017-04-20 19:05:46,2017,April,Thursday,2017-04-20,19
 caetano veloso eu sou neguinha,2017-04-20 19:05:20,2017,April,Thursday,2017-04-20,19
 na veia cordel do fogo encantado,2017-04-08 03:14:58,2017,April,Saturday,2017-04-08,3
 cultura livre crua,2017-04-08 02:27:19,2017,April,Saturday,2017-04-08,2
 cultura livre,2017-04-08 02:27:11,2017,April,Saturday,2017-04-08,2
 nerckie,2017-04-07 04:57:20,2017,April,Friday,2017-04-07,4
 dura duran ceu,2017-04-05 02:42:40,2017,April,Wednesday,2017-04-05,2
 silo resenha,2017-03-27 04:31:15,2017,March,Monday,2017-03-27,4
 trilogia silo,2017-03-27 04:30:47,2017,March,Monday,2017-03-27,4
 aceitação livro,2017-03-27 04:26:52,2017,March,Monday,2017-03-27,4
 aceitação jeff,2017-03-27 04:26:46,2017,March,Monday,2017-03-27,4
 aceitação é o último,2017-03-27 04:26:19,2017,March,Monday,2017-03-27,4
 aceitação resenha,2017-03-27 04:23:48,2017,March,Monday,2017-03-27,4
 autoridade pé na porta,2017-03-27 04:14:23,2017,March,Monday,2017-03-27,4
 trilogia comando sul,2017-03-27 03:55:30,2017,March,Monday,2017-03-27,3
 comando sul,2017-03-27 03:55:00,2017,March,Monday,2017-03-27,3
 gisele eberspacher aniquilação,2017-03-27 02:36:30,2017,March,Monday,2017-03-27,2
 gisele eberspacher,2017-03-27 02:35:55,2017,March,Monday,2017-03-27,2
 gisele silo,2017-03-27 02:35:37,2017,March,Monday,2017-03-27,2
 tatianagfeltrin silo,2017-03-27 02:34:53,2017,March,Monday,2017-03-27,2
 tatianagfeltrin,2017-03-27 02:34:46,2017,March,Monday,2017-03-27,2
 aniquilação tatiana,2017-03-27 02:34:09,2017,March,Monday,2017-03-27,2
 aniquilação jeff,2017-03-27 02:31:40,2017,March,Monday,2017-03-27,2
 aniquilação,2017-03-27 02:31:23,2017,March,Monday,2017-03-27,2
 i'm wasting my young years,2017-03-27 02:24:58,2017,March,Monday,2017-03-27,2
 passaro do amor,2017-03-24 03:14:53,2017,March,Friday,2017-03-24,3
 alice no pais das maravilhas,2017-03-23 03:05:31,2017,March,Thursday,2017-03-23,3
 music from earth,2017-03-20 14:32:54,2017,March,Monday,2017-03-20,14
 voyager interstellar space,2017-03-20 14:09:13,2017,March,Monday,2017-03-20,14
 brena braz,2017-03-15 02:40:58,2017,March,Wednesday,2017-03-15,2
 neurose experimental,2017-03-14 16:53:36,2017,March,Tuesday,2017-03-14,16
 céu album tropix,2017-03-14 16:32:42,2017,March,Tuesday,2017-03-14,16
 céu album,2017-03-14 16:32:36,2017,March,Tuesday,2017-03-14,16
 matematica zero 2.0,2017-03-13 02:21:19,2017,March,Monday,2017-03-13,2
 periquito australiano,2017-03-13 00:45:44,2017,March,Monday,2017-03-13,0
 matematica zero 2.0,2017-03-12 16:08:29,2017,March,Sunday,2017-03-12,16
 nerckie,2017-03-10 02:18:00,2017,March,Friday,2017-03-10,2
 matematica zero 2.0,2017-03-08 23:30:43,2017,March,Wednesday,2017-03-08,23
 matematica zero 2.0,2017-03-08 20:25:01,2017,March,Wednesday,2017-03-08,20
 matematica zero nerckie,2017-03-07 00:37:19,2017,March,Tuesday,2017-03-07,0
 matematica zero nerckie,2017-03-03 16:19:35,2017,March,Friday,2017-03-03,16
 nerckie,2017-03-03 12:22:39,2017,March,Friday,2017-03-03,12
 nerckie,2017-03-03 11:22:01,2017,March,Friday,2017-03-03,11
 rita lobo comida de verdade,2017-02-26 21:40:45,2017,February,Sunday,2017-02-26,21
 5 a seco ao vivo,2017-02-25 17:41:18,2017,February,Saturday,2017-02-25,17
 5 a seco,2017-02-25 17:40:22,2017,February,Saturday,2017-02-25,17
 paulinho moska a seta e o alvo,2017-02-25 17:35:46,2017,February,Saturday,2017-02-25,17
 paulinho moska ao vivo,2017-02-25 17:29:27,2017,February,Saturday,2017-02-25,17
 guelã ao vivo dvd,2017-02-25 13:41:54,2017,February,Saturday,2017-02-25,13
 guelã ao vivo,2017-02-25 13:41:18,2017,February,Saturday,2017-02-25,13
 guelã slap,2017-02-25 13:41:07,2017,February,Saturday,2017-02-25,13
 céu vagarosa,2017-02-24 15:44:17,2017,February,Friday,2017-02-24,15
 gestalt teoria da forma,2017-02-22 14:24:06,2017,February,Wednesday,2017-02-22,14
 gestalt,2017-02-22 14:23:55,2017,February,Wednesday,2017-02-22,14
 diferenças entre behaviorismo e gestalt,2017-02-22 13:14:59,2017,February,Wednesday,2017-02-22,13
 behaviorismo e gestalt,2017-02-22 13:08:11,2017,February,Wednesday,2017-02-22,13
 céu vagarosa,2017-02-22 02:35:22,2017,February,Wednesday,2017-02-22,2
 rubel,2017-02-16 03:00:27,2017,February,Thursday,2017-02-16,3
 rubel acústico,2017-02-16 03:00:20,2017,February,Thursday,2017-02-16,3
 quem sabe isso quer dizer amor,2017-02-16 02:59:27,2017,February,Thursday,2017-02-16,2
 beirut elephant gun,2017-02-10 00:02:32,2017,February,Friday,2017-02-10,0
 conversa de botas los hermanos,2017-02-05 14:21:43,2017,February,Sunday,2017-02-05,14
 mantra rubel,2017-02-05 14:14:06,2017,February,Sunday,2017-02-05,14
 robson pinheiro,2017-02-02 18:00:03,2017,February,Thursday,2017-02-02,18
 matematica zero,2017-01-30 14:26:33,2017,January,Monday,2017-01-30,14
 matematica zero,2017-01-29 03:54:49,2017,January,Sunday,2017-01-29,3
 mantra rubel,2017-01-28 13:17:36,2017,January,Saturday,2017-01-28,13
 os dentes de rubel,2017-01-28 13:17:14,2017,January,Saturday,2017-01-28,13
 rihanna,2017-01-28 03:35:44,2017,January,Saturday,2017-01-28,3
 conversa de botas batidas,2017-01-28 02:55:49,2017,January,Saturday,2017-01-28,2
 mantra rubel,2017-01-28 02:38:21,2017,January,Saturday,2017-01-28,2
 mantra rubel,2017-01-27 13:52:43,2017,January,Friday,2017-01-27,13
 univesp tv,2017-01-24 03:36:10,2017,January,Tuesday,2017-01-24,3
 univesp tv,2017-01-23 22:07:04,2017,January,Monday,2017-01-23,22
 livrada,2017-01-22 14:20:50,2017,January,Sunday,2017-01-22,14
 braquimetatarsia lindos e pagos,2017-01-17 03:04:41,2017,January,Tuesday,2017-01-17,3
 contorno em po,2017-01-15 14:11:42,2017,January,Sunday,2017-01-15,14
 put spell on you postmodern jukebox,2017-01-11 03:13:17,2017,January,Wednesday,2017-01-11,3
 feeling good postmodern jukebox,2017-01-11 02:48:09,2017,January,Wednesday,2017-01-11,2
 feeling good,2017-01-11 02:42:46,2017,January,Wednesday,2017-01-11,2
 rubel mantra,2017-01-07 13:32:51,2017,January,Saturday,2017-01-07,13
 cut crease,2016-12-26 01:10:57,2016,December,Monday,2016-12-26,1
 deixa elis regina,2016-12-24 11:19:21,2016,December,Saturday,2016-12-24,11
 fantastico mundo de bob,2016-12-22 05:29:23,2016,December,Thursday,2016-12-22,5
 escolhi você clarice clipe,2016-12-21 05:04:10,2016,December,Wednesday,2016-12-21,5
 escolhi você clarice,2016-12-21 05:03:39,2016,December,Wednesday,2016-12-21,5
 identidade samba,2016-12-20 21:56:32,2016,December,Tuesday,2016-12-20,21
 identidade,2016-12-20 21:56:25,2016,December,Tuesday,2016-12-20,21
 identidade diogo nogueira,2016-12-20 21:55:41,2016,December,Tuesday,2016-12-20,21
 jout jout,2016-12-20 15:19:24,2016,December,Tuesday,2016-12-20,15
 o silo,2016-12-18 23:02:48,2016,December,Sunday,2016-12-18,23
 tatiana feltrin o silo,2016-12-18 23:02:14,2016,December,Sunday,2016-12-18,23
 tatianagfeltrin,2016-12-18 22:51:08,2016,December,Sunday,2016-12-18,22
 elis regina montreux jazz festival,2016-12-14 02:59:32,2016,December,Wednesday,2016-12-14,2
 deixa elis regina,2016-12-14 01:33:53,2016,December,Wednesday,2016-12-14,1
 deixa baden powell,2016-12-14 01:31:48,2016,December,Wednesday,2016-12-14,1
 maria rita canta elis regina,2016-12-13 05:16:04,2016,December,Tuesday,2016-12-13,5
 maria rita,2016-12-13 05:15:59,2016,December,Tuesday,2016-12-13,5
 elis deixa,2016-12-13 05:15:29,2016,December,Tuesday,2016-12-13,5
 elis psicografia,2016-12-13 04:15:20,2016,December,Tuesday,2016-12-13,4
 elis nelson,2016-12-13 04:15:07,2016,December,Tuesday,2016-12-13,4
 elis entrevista,2016-12-13 04:14:21,2016,December,Tuesday,2016-12-13,4
 elis entrevista gal,2016-12-13 03:56:47,2016,December,Tuesday,2016-12-13,3
 gal costa elis,2016-12-13 03:22:23,2016,December,Tuesday,2016-12-13,3
 elis regina deixa,2016-12-13 03:17:31,2016,December,Tuesday,2016-12-13,3
 gal costa elis,2016-12-13 02:43:41,2016,December,Tuesday,2016-12-13,2
 nina simone entrevista,2016-12-13 01:26:03,2016,December,Tuesday,2016-12-13,1
 tete espindola album,2016-12-10 18:52:14,2016,December,Saturday,2016-12-10,18
 tete espindola,2016-12-10 18:51:56,2016,December,Saturday,2016-12-10,18
 belchior album,2016-12-10 14:12:24,2016,December,Saturday,2016-12-10,14
 elis regina a palo seco,2016-12-08 14:23:59,2016,December,Thursday,2016-12-08,14
 nenhum de nos astronauta de marmore,2016-12-07 01:04:48,2016,December,Wednesday,2016-12-07,1
 canto agapòrnis,2016-12-06 15:25:50,2016,December,Tuesday,2016-12-06,15
 canto agapòrnis,2016-12-06 14:49:45,2016,December,Tuesday,2016-12-06,14
 trailer elis,2016-12-06 02:59:48,2016,December,Tuesday,2016-12-06,2
 blues da piedade,2016-12-03 04:47:26,2016,December,Saturday,2016-12-03,4
 blues da piedade cazuza,2016-12-03 04:47:02,2016,December,Saturday,2016-12-03,4
 zii e zie,2016-12-03 04:30:03,2016,December,Saturday,2016-12-03,4
 zii e zie,2016-12-02 14:52:15,2016,December,Friday,2016-12-02,14
 as bee,2016-12-02 03:20:26,2016,December,Friday,2016-12-02,3
 poe na roda,2016-12-02 03:20:06,2016,December,Friday,2016-12-02,3
 caetano veloso vevo,2016-12-01 03:57:48,2016,December,Thursday,2016-12-01,3
 caetano veloso multishow ao vivo,2016-12-01 03:55:39,2016,December,Thursday,2016-12-01,3
 caetano veloso eu sou neguinha,2016-12-01 03:53:32,2016,December,Thursday,2016-12-01,3
 caetano veloso ao vivo,2016-12-01 03:52:50,2016,December,Thursday,2016-12-01,3
 carlinhos vidente,2016-11-29 22:13:44,2016,November,Tuesday,2016-11-29,22
 caetano veloso ao vivo,2016-11-28 14:51:39,2016,November,Monday,2016-11-28,14
 caetano veloso eu sou neguinha,2016-11-28 14:50:55,2016,November,Monday,2016-11-28,14
 caetano veloso dvd,2016-11-28 14:50:09,2016,November,Monday,2016-11-28,14
 agapornis cantando,2016-11-25 12:51:06,2016,November,Friday,2016-11-25,12
 agapornis,2016-11-25 12:50:18,2016,November,Friday,2016-11-25,12
 rubel mantra,2016-11-25 04:22:11,2016,November,Friday,2016-11-25,4
 cetano e vanessa da matta,2016-11-24 04:01:37,2016,November,Thursday,2016-11-24,4
 eu sou neguinha caetano veloso,2016-11-24 04:00:41,2016,November,Thursday,2016-11-24,4
 caetano veloso dvd,2016-11-24 03:32:32,2016,November,Thursday,2016-11-24,3
 ainda pensa johnny,2016-11-19 04:02:01,2016,November,Saturday,2016-11-19,4
 take me to church acoustic,2016-11-06 04:41:09,2016,November,Sunday,2016-11-06,4
 take me to church,2016-11-06 04:41:04,2016,November,Sunday,2016-11-06,4
 caetano e maria gadu,2016-11-06 04:10:22,2016,November,Sunday,2016-11-06,4
 cidade negra dvd,2016-11-06 04:09:56,2016,November,Sunday,2016-11-06,4
 rapadura,2016-10-31 03:39:56,2016,October,Monday,2016-10-31,3
 viado popozuda,2016-10-31 00:27:03,2016,October,Monday,2016-10-31,0
 chico buarque amante album,2016-10-29 03:59:52,2016,October,Saturday,2016-10-29,3
 chico buarque amante,2016-10-29 03:59:45,2016,October,Saturday,2016-10-29,3
 chico buarque o amante,2016-10-29 03:59:29,2016,October,Saturday,2016-10-29,3
 sandy e andrea bocelli,2016-10-20 03:29:44,2016,October,Thursday,2016-10-20,3
 tuyo rodrigo amarante,2016-10-20 03:09:06,2016,October,Thursday,2016-10-20,3
 castelo rá-tim-bum,2016-10-12 02:24:56,2016,October,Wednesday,2016-10-12,2
 take me to church,2016-10-06 18:15:28,2016,October,Thursday,2016-10-06,18
 rubel mantra,2016-10-05 16:03:42,2016,October,Wednesday,2016-10-05,16
 rubel mantra,2016-10-05 10:23:14,2016,October,Wednesday,2016-10-05,10
 norah jones little broken hearts,2016-09-30 13:23:08,2016,September,Friday,2016-09-30,13
 john mayer where the light is,2016-09-30 01:02:06,2016,September,Friday,2016-09-30,1
 setimo andar,2016-09-30 01:01:50,2016,September,Friday,2016-09-30,1
 john mayer where the light is,2016-09-29 22:37:44,2016,September,Thursday,2016-09-29,22
 norah jones little broken hearts,2016-09-29 21:16:35,2016,September,Thursday,2016-09-29,21
 me espera,2016-09-29 19:42:11,2016,September,Thursday,2016-09-29,19
 sonambulo ceu,2016-09-23 16:45:48,2016,September,Friday,2016-09-23,16
 joe robinson,2016-09-15 19:40:20,2016,September,Thursday,2016-09-15,19
 joe robinson,2016-09-14 22:56:27,2016,September,Wednesday,2016-09-14,22
 john mayer trio,2016-09-14 22:50:26,2016,September,Wednesday,2016-09-14,22
 fidelização clientes,2016-09-13 11:50:54,2016,September,Tuesday,2016-09-13,11
 os dentes,2016-09-12 15:21:36,2016,September,Monday,2016-09-12,15
 nintendero,2016-09-12 01:28:14,2016,September,Monday,2016-09-12,1
 nintendeiro,2016-09-12 01:27:51,2016,September,Monday,2016-09-12,1
 dinda,2016-09-07 15:17:49,2016,September,Wednesday,2016-09-07,15
 calopsita femea canto,2016-09-07 13:46:46,2016,September,Wednesday,2016-09-07,13
 musica passaros,2016-09-07 13:33:33,2016,September,Wednesday,2016-09-07,13
 musica passarinho,2016-09-07 13:33:25,2016,September,Wednesday,2016-09-07,13
 om namah shivaya marie,2016-09-07 12:40:32,2016,September,Wednesday,2016-09-07,12
 om namah shivaya,2016-09-07 12:40:27,2016,September,Wednesday,2016-09-07,12
 stop this train john mayer,2016-09-06 23:23:03,2016,September,Tuesday,2016-09-06,23
 ate o fim,2016-09-06 23:17:15,2016,September,Tuesday,2016-09-06,23
 marie gabriella padovan catenne,2016-09-06 20:42:46,2016,September,Tuesday,2016-09-06,20
 ilumina minha mae,2016-09-06 20:42:28,2016,September,Tuesday,2016-09-06,20
 ilumina minha mae,2016-09-06 20:08:31,2016,September,Tuesday,2016-09-06,20
 low roar album,2016-09-06 00:36:20,2016,September,Tuesday,2016-09-06,0
 low roar,2016-09-06 00:36:04,2016,September,Tuesday,2016-09-06,0
 low rorar,2016-09-06 00:35:58,2016,September,Tuesday,2016-09-06,0
 corte pontudo,2016-09-03 18:32:50,2016,September,Saturday,2016-09-03,18
 relaxamento profundo,2016-08-31 17:32:16,2016,August,Wednesday,2016-08-31,17
 ilumina o minha mae,2016-08-31 17:08:35,2016,August,Wednesday,2016-08-31,17
 calopsita canto,2016-08-28 16:56:28,2016,August,Sunday,2016-08-28,16
 robson pinheiro,2016-08-28 05:55:43,2016,August,Sunday,2016-08-28,5
 where the light is john mayer,2016-08-23 00:00:40,2016,August,Tuesday,2016-08-23,0
 pasta americana,2016-08-22 13:21:38,2016,August,Monday,2016-08-22,13
 ivan lins,2016-08-20 20:50:53,2016,August,Saturday,2016-08-20,20
 ivan lins,2016-08-20 18:19:45,2016,August,Saturday,2016-08-20,18
 ivan lins cantando historias,2016-08-20 18:19:12,2016,August,Saturday,2016-08-20,18
 agapornis adulta amansar,2016-08-20 14:51:38,2016,August,Saturday,2016-08-20,14
 agapornis amansar,2016-08-20 14:50:04,2016,August,Saturday,2016-08-20,14
 ivan lins cantando historias,2016-08-18 23:48:31,2016,August,Thursday,2016-08-18,23
 ivan lins abre alas,2016-08-18 23:47:46,2016,August,Thursday,2016-08-18,23
 a cigarra e a formiga,2016-08-18 20:41:12,2016,August,Thursday,2016-08-18,20
 cigarra e a formiga,2016-08-18 20:41:04,2016,August,Thursday,2016-08-18,20
 descomplicando musica,2016-08-08 01:03:43,2016,August,Monday,2016-08-08,1
 descomplicando musica,2016-08-07 15:31:44,2016,August,Sunday,2016-08-07,15
 piano version,2016-08-06 16:02:08,2016,August,Saturday,2016-08-06,16
 grains de beaute piano,2016-08-06 16:01:59,2016,August,Saturday,2016-08-06,16
 maria gadu castelos,2016-08-06 15:59:55,2016,August,Saturday,2016-08-06,15
 lauryn hill nina simone,2016-08-06 02:38:15,2016,August,Saturday,2016-08-06,2
 edith piaf,2016-08-04 16:46:37,2016,August,Thursday,2016-08-04,16
 casa do saber,2016-08-04 16:01:27,2016,August,Thursday,2016-08-04,16
 cocoricó abertura,2016-07-26 14:44:27,2016,July,Tuesday,2016-07-26,14
 cocoricó musicas,2016-07-26 14:44:16,2016,July,Tuesday,2016-07-26,14
 reprovado seu madruga,2016-07-25 19:18:30,2016,July,Monday,2016-07-25,19
 reprodução humana,2016-07-25 19:18:23,2016,July,Monday,2016-07-25,19
 rutherford bohr,2016-07-25 01:57:28,2016,July,Monday,2016-07-25,1
 afro sambas abertura baden,2016-07-24 23:44:11,2016,July,Sunday,2016-07-24,23
 mtv,2016-07-24 15:11:45,2016,July,Sunday,2016-07-24,15
 amei te ver,2016-07-24 02:51:53,2016,July,Sunday,2016-07-24,2
 djavan imagina,2016-07-23 13:33:08,2016,July,Saturday,2016-07-23,13
 charlie e mimo,2016-07-23 05:06:52,2016,July,Saturday,2016-07-23,5
 cocorico abertura,2016-07-23 05:04:24,2016,July,Saturday,2016-07-23,5
 cocorico,2016-07-23 05:03:59,2016,July,Saturday,2016-07-23,5
 here comes the sun nina simone,2016-07-20 13:23:26,2016,July,Wednesday,2016-07-20,13
 mr backlash,2016-07-19 16:35:48,2016,July,Tuesday,2016-07-19,16
 nina simone best of,2016-07-18 13:10:21,2016,July,Monday,2016-07-18,13
 nina simone i put a spell on you,2016-07-18 13:02:56,2016,July,Monday,2016-07-18,13
 nina simone ain't got no,2016-07-18 12:59:40,2016,July,Monday,2016-07-18,12
 cícero canções de apartamento,2016-07-17 14:08:04,2016,July,Sunday,2016-07-17,14
 nina simone ain't got no,2016-07-17 00:26:28,2016,July,Sunday,2016-07-17,0
 tag experiencias literarias,2016-07-12 02:14:28,2016,July,Tuesday,2016-07-12,2
 graphic novel,2016-07-09 03:28:35,2016,July,Saturday,2016-07-09,3
 hozier,2016-07-08 14:51:59,2016,July,Friday,2016-07-08,14
 own my own nikka costa,2016-07-08 04:48:35,2016,July,Friday,2016-07-08,4
 agapornis,2016-07-08 01:08:34,2016,July,Friday,2016-07-08,1
 dani carmesim,2016-07-07 02:41:01,2016,July,Thursday,2016-07-07,2
 cultura livre otto crua,2016-07-05 15:10:57,2016,July,Tuesday,2016-07-05,15
 cultura livre otto,2016-07-05 15:06:44,2016,July,Tuesday,2016-07-05,15
 como ser eficiente,2016-07-02 17:46:09,2016,July,Saturday,2016-07-02,17
 eficiência administração,2016-07-02 17:45:36,2016,July,Saturday,2016-07-02,17
 eficiência,2016-07-02 17:44:48,2016,July,Saturday,2016-07-02,17
 eficiência e produtividade,2016-07-02 17:44:04,2016,July,Saturday,2016-07-02,17
 mais um lamento céu,2016-07-02 13:59:35,2016,July,Saturday,2016-07-02,13
 castello branco,2016-07-02 06:24:19,2016,July,Saturday,2016-07-02,6
 castello cultura livre,2016-07-02 06:23:46,2016,July,Saturday,2016-07-02,6
 castello branco cultura livre,2016-07-02 06:23:40,2016,July,Saturday,2016-07-02,6
 cícero cultura livre,2016-07-02 06:20:58,2016,July,Saturday,2016-07-02,6
 mais um lamento ceu,2016-07-02 05:17:54,2016,July,Saturday,2016-07-02,5
 fitagem cabelo cacheado,2016-07-01 01:09:42,2016,July,Friday,2016-07-01,1
 cachos day after,2016-07-01 01:02:23,2016,July,Friday,2016-07-01,1
 tipos de cachos,2016-07-01 01:00:56,2016,July,Friday,2016-07-01,1
 pretty poison,2016-07-01 00:56:34,2016,July,Friday,2016-07-01,0
 entrevista com céu bloco 1 istoé,2016-06-30 22:15:15,2016,June,Thursday,2016-06-30,22
 entrevista com céu bloco 1,2016-06-30 22:15:02,2016,June,Thursday,2016-06-30,22
 entrevista com céu,2016-06-30 22:14:40,2016,June,Thursday,2016-06-30,22
 céu vagarosa,2016-06-30 14:52:29,2016,June,Thursday,2016-06-30,14
 silvio santos,2016-06-26 18:58:05,2016,June,Sunday,2016-06-26,18
 alice caymmi,2016-06-21 04:10:02,2016,June,Tuesday,2016-06-21,4
 jukebox,2016-06-21 03:16:29,2016,June,Tuesday,2016-06-21,3
 instrumental violão,2016-06-20 03:34:03,2016,June,Monday,2016-06-20,3
 pink floyd album,2016-06-19 13:41:14,2016,June,Sunday,2016-06-19,13
 pink floyd wish you were here,2016-06-19 13:39:08,2016,June,Sunday,2016-06-19,13
 pink floyd speak to me,2016-06-19 13:29:53,2016,June,Sunday,2016-06-19,13
 animalu,2016-06-18 23:32:09,2016,June,Saturday,2016-06-18,23
 papagaio carinhoso,2016-06-16 22:34:20,2016,June,Thursday,2016-06-16,22
 john mayer,2016-06-15 03:09:23,2016,June,Wednesday,2016-06-15,3
 jorge vercillo eu e a vida,2016-06-15 03:00:55,2016,June,Wednesday,2016-06-15,3
 jorge vercilo eu e a vida,2016-06-15 02:59:38,2016,June,Wednesday,2016-06-15,2
 jorge vercilo mais de mim,2016-06-15 02:59:25,2016,June,Wednesday,2016-06-15,2
 vanessa da matta album,2016-06-14 02:19:15,2016,June,Tuesday,2016-06-14,2
 maglore,2016-06-11 18:20:17,2016,June,Saturday,2016-06-11,18
 renato vianna joao de barro,2016-06-10 02:34:40,2016,June,Friday,2016-06-10,2
 felipe neto,2016-06-10 00:23:41,2016,June,Friday,2016-06-10,0
 jout jout,2016-06-09 23:56:59,2016,June,Thursday,2016-06-09,23
 coronel ludugero,2016-06-09 04:36:59,2016,June,Thursday,2016-06-09,4
 companhia das letras,2016-06-08 14:01:37,2016,June,Wednesday,2016-06-08,14
 companhia das letrinhas,2016-06-08 14:01:27,2016,June,Wednesday,2016-06-08,14
 confissoes de um homem livre,2016-06-08 14:00:59,2016,June,Wednesday,2016-06-08,14
 confissoes de um homem livre companhia das letras,2016-06-08 14:00:46,2016,June,Wednesday,2016-06-08,14
 o quinze,2016-06-08 13:58:35,2016,June,Wednesday,2016-06-08,13
 historia do olho,2016-06-08 13:43:57,2016,June,Wednesday,2016-06-08,13
 os cus de judas,2016-06-08 13:43:06,2016,June,Wednesday,2016-06-08,13
 one piece brasil opex,2016-06-06 15:38:13,2016,June,Monday,2016-06-06,15
 one piece cover brasil,2016-06-06 15:38:02,2016,June,Monday,2016-06-06,15
 one piece cover,2016-06-06 15:35:57,2016,June,Monday,2016-06-06,15
 one piece brasil,2016-06-06 15:35:39,2016,June,Monday,2016-06-06,15
 one piece abertura,2016-06-06 15:35:18,2016,June,Monday,2016-06-06,15
