Video,Channel,Time,Year,Month,Day_week,Date,Hour,Part_of_day
 COMO DAR BOOT IDEAPAD S145 LENOVO / BOOT IDEAPAD S145 PASSO A PASSO,DE TUDO UM POUCO,2021-05-13 02:13:27,2021,May,Thursday,2021-05-13,2,Late Night
" Qual a diferença entre IA, Machine Learning e Deep Learning?",Stack,2021-05-12 17:18:18,2021,May,Wednesday,2021-05-12,17,Evening
 Introdução à Linguagem SQL (PostgreSQL) - Comandos de Inserção em Detalhes (INSERT INTO  VALUES),"DesCOMPlica, Oliba!",2021-05-12 14:33:34,2021,May,Wednesday,2021-05-12,14,Afternoon
 Introdução à Linguagem SQL - SGBD PostgreSQL-  Comandos de Criação de Tabelas (CREATE TABLE),"DesCOMPlica, Oliba!",2021-05-12 14:29:00,2021,May,Wednesday,2021-05-12,14,Afternoon
 Introdução à Linguagem SQL - SGBD PostgreSQL-  Comandos de Criação de Tabelas (CREATE TABLE),"DesCOMPlica, Oliba!",2021-05-11 17:00:58,2021,May,Tuesday,2021-05-11,17,Evening
 Introdução à Linguagem SQL (PostgreSQL) - Comandos de Inserção em Detalhes (INSERT INTO  VALUES),"DesCOMPlica, Oliba!",2021-05-11 17:00:50,2021,May,Tuesday,2021-05-11,17,Evening
" Introdução à Linguagem SQL - Conceitos Teóricos - DDL, DML, DQL, TCL e DCL","DesCOMPlica, Oliba!",2021-05-11 16:47:23,2021,May,Tuesday,2021-05-11,16,Afternoon
 a video that has been removed,Advertisement (Google AdSense),2021-05-11 15:52:35,2021,May,Tuesday,2021-05-11,15,Afternoon
 Fazendo consultas SQL no DBeaver,Maria Luiza Mondelli,2021-05-11 15:51:35,2021,May,Tuesday,2021-05-11,15,Afternoon
 Erros comuns,Maria Luiza Mondelli,2021-05-11 15:42:48,2021,May,Tuesday,2021-05-11,15,Afternoon
 Instalando o DBeaver no Linux,Maria Luiza Mondelli,2021-05-11 15:20:49,2021,May,Tuesday,2021-05-11,15,Afternoon
" Qual a diferença entre IA, Machine Learning e Deep Learning?",Stack,2021-05-11 14:34:43,2021,May,Tuesday,2021-05-11,14,Afternoon
 Instalação e utilização do Dbeaver com Postgres,LabSP time,2021-05-11 03:58:23,2021,May,Tuesday,2021-05-11,3,Late Night
 Como instalar e utilizar o Chocolatey,DFILITTO,2021-05-11 03:24:18,2021,May,Tuesday,2021-05-11,3,Late Night
 Instalação e utilização do Dbeaver com Postgres,LabSP time,2021-05-11 01:22:35,2021,May,Tuesday,2021-05-11,1,Late Night
" Qual a diferença entre IA, Machine Learning e Deep Learning?",Stack,2021-05-10 22:02:20,2021,May,Monday,2021-05-10,22,Night
 #0004 - Identificando elementos repetidos em uma lista,Ricardo Turco,2021-05-10 17:46:09,2021,May,Monday,2021-05-10,17,Evening
" Aulas Python - 032 - Função list, Comparação entre Listas",Ignorância Zero,2021-05-10 17:44:00,2021,May,Monday,2021-05-10,17,Evening
 Como FORMATAR um PEN DRIVE criado pelo Etcher - Tutorial,Diolinux,2021-05-10 16:15:09,2021,May,Monday,2021-05-10,16,Afternoon
 Como recuperar um pendrive usando o aplicativo RUFUS. (Restaurar o Tamanho original de um pendirve),Fetha Tutoriais,2021-05-10 15:49:16,2021,May,Monday,2021-05-10,15,Afternoon
 Máquinas Virtuais de forma SIMPLES! - GNOME Boxes,Diolinux,2021-05-10 15:16:54,2021,May,Monday,2021-05-10,15,Afternoon
 Descomplicando Docker | #1: Instalando Docker no Linux,Claudiney Junior,2021-05-09 14:48:54,2021,May,Sunday,2021-05-09,14,Afternoon
 Installing Docker on linux (Ubuntu / Mint / POP OS),H9X Tutorials,2021-05-09 14:46:31,2021,May,Sunday,2021-05-09,14,Afternoon
 Himouto! Umaru-chan OP,animelab,2021-05-09 00:25:52,2021,May,Sunday,2021-05-09,0,Late Night
 Doraemon Dublado O pão memorizador 1979 (Adaptado),conan Fugiki,2021-05-09 00:21:20,2021,May,Sunday,2021-05-09,0,Late Night
 COMO DAR BOOT IDEAPAD S145 LENOVO / BOOT IDEAPAD S145 PASSO A PASSO,DE TUDO UM POUCO,2021-05-08 21:32:39,2021,May,Saturday,2021-05-08,21,Night
 Pen drive não é mais reconhecido pelo computador,Geraldo GP,2021-05-08 17:53:21,2021,May,Saturday,2021-05-08,17,Evening
" Pop os 20.04 LTS - Baixando a ISO, criando pendrive, e instalando junto do Windows 10 (sem grub)",Caçador de Bits,2021-05-08 17:31:05,2021,May,Saturday,2021-05-08,17,Evening
 Como voltar ao normal o pendrive bootável,AG TECNODICA,2021-05-08 16:42:28,2021,May,Saturday,2021-05-08,16,Afternoon
 Este Linux é mais Windows que o próprio Windows,Diolinux,2021-05-08 16:34:39,2021,May,Saturday,2021-05-08,16,Afternoon
 COMO Criar um Pendrive Bootavel do Windows 10,zer01ti,2021-05-08 16:29:57,2021,May,Saturday,2021-05-08,16,Afternoon
 Teclado não funciona todas as teclas - 6 solução!!!,Bar War,2021-05-08 15:44:24,2021,May,Saturday,2021-05-08,15,Afternoon
 Teclado Lenovo Ideapad 320 330 S145 não funciona ⚠️ TUTORIAL COMO TROCAR O TECLADO COMPLETO #lenovo,Método MATEQ por Murillo Marques,2021-05-08 15:40:35,2021,May,Saturday,2021-05-08,15,Afternoon
 O que o MERCADO DE TRABALHO espera do Cientista de Dados Júnior?,Stack,2021-05-08 15:25:50,2021,May,Saturday,2021-05-08,15,Afternoon
 Livros de Data Science que você PRECISA ler HOJE.,Stack,2021-05-08 15:19:20,2021,May,Saturday,2021-05-08,15,Afternoon
 Impulso Talks: Elixir,Impulso,2021-05-08 15:09:01,2021,May,Saturday,2021-05-08,15,Afternoon
 Data Science Fundamentos | O que é ALGORITMO ?,Stack,2021-05-08 15:01:07,2021,May,Saturday,2021-05-08,15,Afternoon
 Você deveria prestar atenção nesta distro Linux - Zorin OS 16,Diolinux,2021-05-08 14:23:00,2021,May,Saturday,2021-05-08,14,Afternoon
 Instalando o Pop!_OS 20.04 LTS SIMPLES e FÁCIL (SYSTEM76),zer01ti,2021-05-08 14:08:07,2021,May,Saturday,2021-05-08,14,Afternoon
 Aprenda a usar o Pop-Shell do Pop!_OS (Produtividade),Diolinux,2021-05-08 13:31:05,2021,May,Saturday,2021-05-08,13,Afternoon
 Pop!_OS - O que tem de RUIM no Linux da System76? (Opinião),Diolinux,2021-05-08 13:18:16,2021,May,Saturday,2021-05-08,13,Afternoon
 TUTORIAL: Como criar um PENDRIVE BOOTÁVEL LINUX? (2020),Trybe,2021-05-08 06:16:14,2021,May,Saturday,2021-05-08,6,Early Morning
 Pop!_OS 20.10 Full Installation Walkthrough,LearnLinuxTV,2021-05-08 05:55:57,2021,May,Saturday,2021-05-08,5,Early Morning
" Testei o Fedora Linux por uma semana, veja o que eu achei.",Diolinux,2021-05-08 05:41:23,2021,May,Saturday,2021-05-08,5,Early Morning
 O motivo pelo qual usuários do Pop!_OS provavelmente devem pular a versão 20.10 - Review,Diolinux,2021-05-08 04:57:04,2021,May,Saturday,2021-05-08,4,Late Night
" O QUE SÃO PARTIÇÕES? - PRIMÁRIAS, LÓGICAS e ESTENDIDAS (MBR/GPT)",Diolinux,2021-05-08 04:48:19,2021,May,Saturday,2021-05-08,4,Late Night
 Como usar o GParted para manipular Discos e Partições,Diolinux,2021-05-08 04:46:36,2021,May,Saturday,2021-05-08,4,Late Night
 A System76 está aprontando alguma... Pop!_OS 21.04,Diolinux,2021-05-08 04:38:02,2021,May,Saturday,2021-05-08,4,Late Night
 Concorrência PESADA! - Pop!_OS é melhor que o Ubuntu em 2020?,Diolinux,2021-05-08 02:50:39,2021,May,Saturday,2021-05-08,2,Late Night
 Como fazer DUAL BOOT com Windows 10 e Linux - Tutorial FÁCIL - 2021,Diolinux,2021-05-08 02:20:00,2021,May,Saturday,2021-05-08,2,Late Night
 Windows 10 lento e travando? Deixe-o voando!!!,CriandoBits,2021-05-07 16:07:19,2021,May,Friday,2021-05-07,16,Afternoon
 Entenda Por Que O Windows 10 Fica Muito Lento SÓ POR CAUSA DESSA FUNÇÃO! TALVEZ VOCÊ NÃO SAIBA DISSO,Sayro Digital,2021-05-07 16:06:25,2021,May,Friday,2021-05-07,16,Afternoon
 Tudo o que você sempre quis saber sobre Java e Orientação a Objetos,Digital Innovation One,2021-05-06 22:44:10,2021,May,Thursday,2021-05-06,22,Night
 Conceitos e Melhores Práticas com o Banco de Dados SQL Server,Digital Innovation One,2021-05-06 19:06:14,2021,May,Thursday,2021-05-06,19,Evening
 Docker intensivo: O mínimo que você precisa saber,Full Cycle,2021-05-06 07:14:44,2021,May,Thursday,2021-05-06,7,Early Morning
 A forma mais produtiva para utilizar Docker no Windows e WSL2 sem passar raiva,Full Cycle,2021-05-06 07:12:58,2021,May,Thursday,2021-05-06,7,Early Morning
 Ambiente dos sonhos no Windows com WSL2 e VSCode,Full Cycle,2021-05-06 05:36:36,2021,May,Thursday,2021-05-06,5,Early Morning
 Apresentando o Hackerrank,Cubos Academy,2021-05-06 01:36:03,2021,May,Thursday,2021-05-06,1,Late Night
 Introdução,Cubos Academy,2021-05-05 22:56:27,2021,May,Wednesday,2021-05-05,22,Night
 Mensagem Inicial,Cubos Academy,2021-05-05 22:55:18,2021,May,Wednesday,2021-05-05,22,Night
 Entenda Por Que O Windows 10 Fica Muito Lento SÓ POR CAUSA DESSA FUNÇÃO! TALVEZ VOCÊ NÃO SAIBA DISSO,Sayro Digital,2021-05-04 16:31:16,2021,May,Tuesday,2021-05-04,16,Afternoon
 MUNDO DOS NEGÓCIOS,Porta dos Fundos,2021-05-03 18:44:43,2021,May,Monday,2021-05-03,18,Evening
" Introdução à Linguagem SQL - Conceitos Teóricos - DDL, DML, DQL, TCL e DCL","DesCOMPlica, Oliba!",2021-05-03 13:25:06,2021,May,Monday,2021-05-03,13,Afternoon
 https://www.youtube.com/watch?v=xGT2cuu5RPg,Advertisement (Google AdSense),2021-05-03 12:04:01,2021,May,Monday,2021-05-03,12,Morning
 Instalando e configurando o PostgreSQL (com SSL),Otávio Miranda,2021-05-03 11:56:53,2021,May,Monday,2021-05-03,11,Morning
" Docker Internals, Namespaces, CGROUP, Netfilter container | Descomplicando o Docker V1 - Parte 4",LINUXtips,2021-05-02 15:24:56,2021,May,Sunday,2021-05-02,15,Afternoon
 Camadas e o Copy-on-Write | Descomplicando o Docker V1 - Parte 3,LINUXtips,2021-05-02 15:19:59,2021,May,Sunday,2021-05-02,15,Afternoon
 O que é Docker? Tutorial rápido | Descomplicando o Docker V1 - Parte 2,LINUXtips,2021-05-02 15:15:03,2021,May,Sunday,2021-05-02,15,Afternoon
 DESCOMPLICANDO O DOCKER V1 - 01 - O QUE É CONTAINER?,LINUXtips,2021-05-02 15:04:43,2021,May,Sunday,2021-05-02,15,Afternoon
 Crew-1 Mission | Return,SpaceX,2021-05-02 04:57:37,2021,May,Sunday,2021-05-02,4,Late Night
 UNDOCKING DA CREW DRAGON RESILIENCE DA ISS - AO VIVO,SpaceToday,2021-05-02 04:56:39,2021,May,Sunday,2021-05-02,4,Late Night
 Modelagem de Banco de Dados: Cardinalidade de relacionamento n:n,EdukaTI,2021-05-02 04:45:11,2021,May,Sunday,2021-05-02,4,Late Night
 Tudo o que você sempre quis saber sobre Java e Orientação a Objetos,Digital Innovation One,2021-05-01 05:41:17,2021,May,Saturday,2021-05-01,5,Early Morning
 Modelagem de Banco de Dados: Cardinalidade de relacionamento 1:n,EdukaTI,2021-04-30 15:41:30,2021,April,Friday,2021-04-30,15,Afternoon
 Modelagem de Banco de Dados: Cardinalidade de relacionamento 1:1,EdukaTI,2021-04-30 05:18:26,2021,April,Friday,2021-04-30,5,Early Morning
" Atalho de Teclado Para Dividir a Tela do Windows 10 20H2 em 2,3, e 4 Partes",INFORMADICON - Ederson Wiliam,2021-04-30 04:52:19,2021,April,Friday,2021-04-30,4,Late Night
 Esquenta Imersão: Docker no Windows usando WSL2,Full Cycle,2021-04-30 04:31:52,2021,April,Friday,2021-04-30,4,Late Night
 Esquenta Imersão: Docker no Windows usando WSL2,Full Cycle,2021-04-29 19:32:43,2021,April,Thursday,2021-04-29,19,Evening
 A forma mais produtiva para utilizar Docker no Windows e WSL2 sem passar raiva,Full Cycle,2021-04-29 03:37:25,2021,April,Thursday,2021-04-29,3,Late Night
 [Docker4Dev]  Instalação do Docker Toolbox no Windows 10  - c/ Áudio Melhorado,Messias Batista,2021-04-29 02:45:54,2021,April,Thursday,2021-04-29,2,Late Night
 Configurando Windows 10 + WSL 2 + Docker,Caravana Cloud,2021-04-29 02:11:16,2021,April,Thursday,2021-04-29,2,Late Night
 O que e uma instância | Workshop Administração do SQL Server 2012 | #6 | FIAP X,FIAP,2021-04-27 20:38:04,2021,April,Tuesday,2021-04-27,20,Evening
" Modelagem de Dados - Chave Primária, Estrangeira e outras",Bóson Treinamentos,2021-04-27 18:07:24,2021,April,Tuesday,2021-04-27,18,Evening
 Modelagem de Dados - O que são Relacionamentos,Bóson Treinamentos,2021-04-27 17:46:29,2021,April,Tuesday,2021-04-27,17,Evening
 Modelagem de Dados - Conceitos de Bancos de Dados,Bóson Treinamentos,2021-04-27 17:46:04,2021,April,Tuesday,2021-04-27,17,Evening
 Modelagem de Dados - Modelo Entidade-Relacionamento e Diagrama ER,Bóson Treinamentos,2021-04-27 17:38:38,2021,April,Tuesday,2021-04-27,17,Evening
 Modelagem de Dados - O que são Atributos,Bóson Treinamentos,2021-04-27 17:35:30,2021,April,Tuesday,2021-04-27,17,Evening
 Okonomiyaki - Food in Osaka JAPAN,Aden Films,2021-04-22 00:36:16,2021,April,Thursday,2021-04-22,0,Late Night
 Angry Birds in Python,Estevao Fonseca,2021-04-19 19:38:32,2021,April,Monday,2021-04-19,19,Evening
 Os 5 passos para ser Aprovado em Entrevista Técnica de Programação — Café com Python #032,Python Pro,2021-04-19 15:34:19,2021,April,Monday,2021-04-19,15,Afternoon
 Os 5 passos para ser Aprovado em Entrevista Técnica de Programação — Café com Python #032,Python Pro,2021-04-19 00:46:17,2021,April,Monday,2021-04-19,0,Late Night
 [LIVE] London Grammar: Californian Soil - The Live Show,London Grammar,2021-04-18 18:45:52,2021,April,Sunday,2021-04-18,18,Evening
 Experiential Learning: How We All Learn Naturally,Sprouts,2021-04-16 14:03:54,2021,April,Friday,2021-04-16,14,Afternoon
 Mary Poppins - Supercalifragilisticexpialidocious I Disney,Disney FR,2021-04-14 02:12:02,2021,April,Wednesday,2021-04-14,2,Late Night
 But how does bitcoin actually work?,3Blue1Brown,2021-04-13 22:38:26,2021,April,Tuesday,2021-04-13,22,Night
 AULA #1 → Análise e Complexidade de Algoritmos —  Super Curso de ESTRUTURA DE DADOS em Python,Python Pro,2021-04-13 20:15:44,2021,April,Tuesday,2021-04-13,20,Evening
 AULA 9 → Você sabe como funciona uma Fila em programas de computador — ESTRUTURA DE DADOS em Python,Python Pro,2021-04-13 20:15:35,2021,April,Tuesday,2021-04-13,20,Evening
 AULA 9 → Você sabe como funciona uma Fila em programas de computador — ESTRUTURA DE DADOS em Python,Python Pro,2021-04-13 02:40:47,2021,April,Tuesday,2021-04-13,2,Late Night
 Instalando e Testando o Jupyter Notebook no Visual Studio Code,Walisson Silva,2021-04-10 21:00:33,2021,April,Saturday,2021-04-10,21,Night
 Como não cometer erros “bobos” em inglês? | Pergunte ao Vergara #001,Mairo Vergara,2021-04-07 20:22:09,2021,April,Wednesday,2021-04-07,20,Evening
 Estudo inglês e sinto que não estou aprendendo nada! O que fazer?,Instagram do Mairo Vergara só que no Youtube,2021-04-07 20:15:25,2021,April,Wednesday,2021-04-07,20,Evening
" como atualizar zoom reuniões Linux, Windows e Android  ! problemas no app zoom reuniões",Pedro Inforecarga,2021-04-06 16:35:25,2021,April,Tuesday,2021-04-06,16,Afternoon
 como desfocar fundo zoom reuniões,Pedro Inforecarga,2021-04-06 16:32:11,2021,April,Tuesday,2021-04-06,16,Afternoon
 Ambiente virtual Python no Windows (usando venv e VS Code),Otávio Miranda,2021-04-05 05:50:29,2021,April,Monday,2021-04-05,5,Early Morning
 ImersãoDev - O que é GitHub e como utilizar a ferramenta? - c/ Robson Júnior,Alura Cursos Online,2021-04-05 05:50:24,2021,April,Monday,2021-04-05,5,Early Morning
 Aula 12 - Requisições Web - Python Básico Solyd,Solyd Offensive Security,2021-04-05 02:10:08,2021,April,Monday,2021-04-05,2,Late Night
 Git Branches de forma fácil e com exemplo - Curso de Git e GitHub,Curso em Vídeo,2021-04-04 18:58:37,2021,April,Sunday,2021-04-04,18,Evening
 Ambiente de desenvolvimento - Aprenda Django #01,Victor Lima - Guia do Programador,2021-04-04 06:36:47,2021,April,Sunday,2021-04-04,6,Early Morning
 Arquitetura MVC - Aprenda Django #02,Victor Lima - Guia do Programador,2021-04-04 06:29:12,2021,April,Sunday,2021-04-04,6,Early Morning
 Ambiente virtual Python no Windows (usando venv e VS Code),Otávio Miranda,2021-04-04 05:58:09,2021,April,Sunday,2021-04-04,5,Early Morning
 Consumindo dados da API do YOUTUBE com Python | Python na Prática #11,Programação Dinâmica,2021-04-04 03:47:41,2021,April,Sunday,2021-04-04,3,Late Night
 Consumindo uma API Rest usando requests em Python,Otávio Miranda,2021-04-04 03:21:58,2021,April,Sunday,2021-04-04,3,Late Night
 O que é API? (CONSUMINDO A API DA MARVEL),Sou Programador,2021-04-04 03:09:29,2021,April,Sunday,2021-04-04,3,Late Night
" caderno inteligente, só Caderno Inteligente®",Caderno Inteligente,2021-04-03 23:31:27,2021,April,Saturday,2021-04-03,23,Night
 GitHub - Zero to Hero,Julio Arruda,2021-03-31 23:32:29,2021,March,Wednesday,2021-03-31,23,Night
 MOLÉCULAS DA VIDA SÃO ENCONTRADAS PELA PRIMEIRA VEZ NO ESPAÇO,SpaceToday,2021-03-31 23:29:36,2021,March,Wednesday,2021-03-31,23,Night
 PEDAÇOS DO OBJETO QUE CRIOU A LUA ENCONTRADOS NO MANTO DA TERRA,SpaceToday,2021-03-31 23:28:48,2021,March,Wednesday,2021-03-31,23,Night
" SÉRGIO SACANI (@SpaceToday): Oumuamua, Exploração Espacial, Vida Extraterreste | Papo Astral",Marcelo Gleiser,2021-03-31 23:26:12,2021,March,Wednesday,2021-03-31,23,Night
 Como VENCER O BLOQUEIO na hora de ESTUDAR? A segunda coisa MAIS IMPORTANTE para APRENDER algo novo,Programação Dinâmica,2021-03-31 16:30:51,2021,March,Wednesday,2021-03-31,16,Afternoon
 Live de Python #22  Requests / Web scraping  #3,Eduardo Mendes,2021-03-31 14:56:33,2021,March,Wednesday,2021-03-31,14,Afternoon
 JSON // Dicionário do Programador,Código Fonte TV,2021-03-31 14:46:17,2021,March,Wednesday,2021-03-31,14,Afternoon
 DOWNLOAD DO CANVA COM TUDO GRÁTIS// CANVA PRO,A Virtuous Designer,2021-03-31 13:20:22,2021,March,Wednesday,2021-03-31,13,Afternoon
 Consumindo dados da API do YOUTUBE com Python | Python na Prática #11,Programação Dinâmica,2021-03-30 06:08:36,2021,March,Tuesday,2021-03-30,6,Early Morning
 DESCOBERTA A SEMENTE DOS BURACOS NEGROS SUPERMASSIVOS,SpaceToday,2021-03-30 04:02:52,2021,March,Tuesday,2021-03-30,4,Late Night
 Curso Python #08 - Utilizando Módulos,Curso em Vídeo,2021-03-30 03:59:14,2021,March,Tuesday,2021-03-30,3,Late Night
 O que é uma API - Interface de Programação de Aplicações,Bóson Treinamentos,2021-03-29 04:53:52,2021,March,Monday,2021-03-29,4,Late Night
 API // Dicionário do Programador,Código Fonte TV,2021-03-29 04:36:17,2021,March,Monday,2021-03-29,4,Late Night
 O que é API? Como funciona?,Canal TI,2021-03-29 04:35:05,2021,March,Monday,2021-03-29,4,Late Night
 Selenium com Python #03 - Minha primeira automação,Eduardo Mendes,2021-03-28 04:30:12,2021,March,Sunday,2021-03-28,4,Late Night
 AULA 1: O caminho MAIS CURTO para conquistar uma CARREIRA À PROVA DE CRISE — Jornada,Python Pro,2021-03-28 04:28:53,2021,March,Sunday,2021-03-28,4,Late Night
 AULA 2: Como Estudar de Forma FOCADA e FUGIR da CONFUSÃO DA INTERNET — Jornada,Python Pro,2021-03-28 00:54:24,2021,March,Sunday,2021-03-28,0,Late Night
 AULA 1: O caminho MAIS CURTO para conquistar uma CARREIRA À PROVA DE CRISE — Jornada,Python Pro,2021-03-27 19:01:06,2021,March,Saturday,2021-03-27,19,Evening
 Como consegui MINHA PRIMEIRA VAGA em apenas 6 Semanas #FalaDevPro — Jornada,Python Pro,2021-03-27 18:19:48,2021,March,Saturday,2021-03-27,18,Evening
 APRENDA PYTHON EM 1 HORA!,Python Pro,2021-03-27 12:17:20,2021,March,Saturday,2021-03-27,12,Morning
 Configurações e Extensões para Programar em Python no Visual Studio Code,Walisson Silva,2021-03-27 06:00:50,2021,March,Saturday,2021-03-27,6,Early Morning
 Selenium com Python #03 - Minha primeira automação,Eduardo Mendes,2021-03-27 05:52:21,2021,March,Saturday,2021-03-27,5,Early Morning
 Configurando o VS Code para Python,Otávio Miranda,2021-03-27 05:50:22,2021,March,Saturday,2021-03-27,5,Early Morning
 Curso Python #02 - Para que serve o Python?,Curso em Vídeo,2021-03-27 03:57:06,2021,March,Saturday,2021-03-27,3,Late Night
 Capítulo 13 - Conceitos de Aprendizado de Máquina,Jose Antonio Ribeiro Neto,2021-03-27 02:48:42,2021,March,Saturday,2021-03-27,2,Late Night
 Exercício Python #085 - Listas com pares e ímpares,Curso em Vídeo,2021-03-27 01:49:32,2021,March,Saturday,2021-03-27,1,Late Night
 Curso Python #01 - Seja um Programador,Curso em Vídeo,2021-03-26 10:15:01,2021,March,Friday,2021-03-26,10,Morning
 O que são Classes e Como Criar Novos Tipos de Dados em Python | Orientação a Objetos #2,Programação Dinâmica,2021-03-26 08:56:49,2021,March,Friday,2021-03-26,8,Early Morning
" O que é um Objeto, Atributo, Método e Mensagem | Orientação a Objetos #1",Programação Dinâmica,2021-03-26 08:49:24,2021,March,Friday,2021-03-26,8,Early Morning
 Conferência ResiLadies - Lugar da Mulher na TI,Resilia Educação,2021-03-26 03:01:53,2021,March,Friday,2021-03-26,3,Late Night
 Exercício Python #033 - Maior e menor valores,Curso em Vídeo,2021-03-26 02:20:31,2021,March,Friday,2021-03-26,2,Late Night
 Curso Python #01 - Seja um Programador,Curso em Vídeo,2021-03-26 02:20:25,2021,March,Friday,2021-03-26,2,Late Night
 Asteroids – a major threat to humanity,Star Walk,2021-03-25 21:54:41,2021,March,Thursday,2021-03-25,21,Night
 Curso Python #08 - Utilizando Módulos,Curso em Vídeo,2021-03-25 18:26:16,2021,March,Thursday,2021-03-25,18,Evening
 Para Início de Conversa | Carolina Nalon | TEDxPedradoPenedo,TEDx Talks,2021-03-25 04:28:14,2021,March,Thursday,2021-03-25,4,Late Night
 Autoestima: o poder de ser você mesmo | Camila Coutinho | TEDxSaoPaulo,TEDx Talks,2021-03-25 03:31:37,2021,March,Thursday,2021-03-25,3,Late Night
 Quem sou eu? Sobre identidade e recomeços | Juliana Goes | TEDxSantos,TEDx Talks,2021-03-25 02:26:35,2021,March,Thursday,2021-03-25,2,Late Night
" Se não você, quem vai te fazer feliz? | Graziela Gonçalvez | TEDxSantos",TEDx Talks,2021-03-25 02:09:40,2021,March,Thursday,2021-03-25,2,Late Night
 The Power of Mindfulness: What You Practice Grows Stronger | Shauna Shapiro | TEDxWashingtonSquare,TEDx Talks,2021-03-25 01:55:51,2021,March,Thursday,2021-03-25,1,Late Night
" Aulas Python - 062 - POO IV: Herança, Super e Polimorfismo",Ignorância Zero,2021-03-24 22:10:46,2021,March,Wednesday,2021-03-24,22,Night
" O que é um Objeto, Atributo, Método e Mensagem | Orientação a Objetos #1",Programação Dinâmica,2021-03-24 12:22:53,2021,March,Wednesday,2021-03-24,12,Morning
 O que são Classes e Como Criar Novos Tipos de Dados em Python | Orientação a Objetos #2,Programação Dinâmica,2021-03-24 12:22:08,2021,March,Wednesday,2021-03-24,12,Morning
 Live de Python #64 - Programação orientada a objetos #3 - Composição e métodos mágicos,Eduardo Mendes,2021-03-24 11:26:13,2021,March,Wednesday,2021-03-24,11,Morning
 Live de Python #62 - Programação orientada a objetos #2 - Herança e polimorfismo,Eduardo Mendes,2021-03-24 00:24:51,2021,March,Wednesday,2021-03-24,0,Late Night
 Live de Python #61 - Programação orientada a objetos #1 - Introdução,Eduardo Mendes,2021-03-24 00:24:35,2021,March,Wednesday,2021-03-24,0,Late Night
 Iguana vs Snakes | Planet Earth II,BBC Earth,2021-03-22 15:58:33,2021,March,Monday,2021-03-22,15,Afternoon
 Asteroids – a major threat to humanity,Star Walk,2021-03-21 07:14:03,2021,March,Sunday,2021-03-21,7,Early Morning
 GitHub - Zero to Hero,Julio Arruda,2021-03-20 18:58:22,2021,March,Saturday,2021-03-20,18,Evening
 Cúpula Carl Sagan,Planetário do Rio,2021-03-20 01:24:32,2021,March,Saturday,2021-03-20,1,Late Night
 Time Lapse do Sol cruzando a Meridiana,Planetário do Rio,2021-03-20 01:24:08,2021,March,Saturday,2021-03-20,1,Late Night
 Museu do Universo,Planetário do Rio,2021-03-20 01:23:06,2021,March,Saturday,2021-03-20,1,Late Night
 Sobre autoconhecimento e as nossas inteligências múltiplas | Bruna Lombardi | TEDxSaoPaulo,TEDx Talks,2021-03-18 05:08:50,2021,March,Thursday,2021-03-18,5,Early Morning
 Curso Python #20 - Funções (Parte 1),Curso em Vídeo,2021-03-14 23:50:17,2021,March,Sunday,2021-03-14,23,Night
 TWP150 Repetições imprimindo 1 até 3,Python para Zumbis,2021-03-14 23:40:27,2021,March,Sunday,2021-03-14,23,Night
 Funções (def) em Python - Aula 16 (Parte 1),Otávio Miranda,2021-03-14 23:21:15,2021,March,Sunday,2021-03-14,23,Night
 From Struggle Comes Success -- Inspirational Video,Practice What U Want,2021-03-12 13:41:15,2021,March,Friday,2021-03-12,13,Afternoon
 Curso Python #20 - Funções (Parte 1),Curso em Vídeo,2021-03-12 03:50:02,2021,March,Friday,2021-03-12,3,Late Night
 Exercício Python #028 - Jogo da Adivinhação v.1.0,Curso em Vídeo,2021-03-12 03:49:16,2021,March,Friday,2021-03-12,3,Late Night
 Exercício Python #035 - Analisando Triângulo v1.0,Curso em Vídeo,2021-03-12 02:55:44,2021,March,Friday,2021-03-12,2,Late Night
 Exercício Python #034 - Aumentos múltiplos,Curso em Vídeo,2021-03-12 02:48:08,2021,March,Friday,2021-03-12,2,Late Night
 Exercício Python #033 - Maior e menor valores,Curso em Vídeo,2021-03-12 02:39:28,2021,March,Friday,2021-03-12,2,Late Night
 Exercício Python #032 - Ano Bissexto,Curso em Vídeo,2021-03-12 02:29:41,2021,March,Friday,2021-03-12,2,Late Night
 Exercício Python #031 - Custo da Viagem,Curso em Vídeo,2021-03-12 02:16:08,2021,March,Friday,2021-03-12,2,Late Night
 Exercício Python #030 - Par ou Ímpar?,Curso em Vídeo,2021-03-12 02:01:34,2021,March,Friday,2021-03-12,2,Late Night
 Exercício Python #029 - Radar eletrônico,Curso em Vídeo,2021-03-12 01:49:20,2021,March,Friday,2021-03-12,1,Late Night
 Exercício Python #028 - Jogo da Adivinhação v.1.0,Curso em Vídeo,2021-03-12 01:39:22,2021,March,Friday,2021-03-12,1,Late Night
 Curso Python #10 - Condições (Parte 1),Curso em Vídeo,2021-03-11 20:50:01,2021,March,Thursday,2021-03-11,20,Evening
 Curso Python #01 - Seja um Programador,Curso em Vídeo,2021-03-11 20:49:41,2021,March,Thursday,2021-03-11,20,Evening
 A Jornada do Herói - Storytelling: Como Contar Histórias,Studio 306,2021-03-09 21:43:51,2021,March,Tuesday,2021-03-09,21,Night
 Get started with Google Colaboratory (Coding TensorFlow),TensorFlow,2021-03-07 05:18:59,2021,March,Sunday,2021-03-07,5,Early Morning
